name,platform,year_of_release,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,developer
Nintendo Land,Nintendo Wii U,2012,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,Nintendo
Tony Hawk'S Pro Skater 3,PlayStation 2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,Neversoft Entertainment
Winning Eleven: Pro Evolution Soccer 2007,PlayStation 2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,Konami
The Elder Scrolls Iv: Oblivion,Xbox 360,2006,Role Playing,Take Two Interactive,2.82,1.03,0.13,0.4,4.38,Bethesda Softworks
Zelda Ii: The Adventure Of Link,Nintendo Entertainment System,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,Unknown
Need For Speed: Most Wanted,PlayStation 2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,EA Canada
Michael Jackson: The Experience,Nintendo Wii,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,"Ubisoft Paris, Ubisoft Montpellier"
Call Of Duty: Advanced Warfare,PlayStation 3,2014,Shooter,Activision,1.56,1.93,0.19,0.68,4.36,High Moon Studios
Resistance: Fall Of Man,PlayStation 3,2006,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.34,Insomniac Games
Sonic The Hedgehog,Sega Genesis,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,Unknown
Kingdom Hearts Ii,PlayStation 2,2005,Role Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,Square Enix
The Legend Of Zelda: Ocarina Of Time,Nintendo 3DS,2011,Action,Nintendo,2.09,1.31,0.62,0.31,4.33,Unknown
Super Mario 3D World,Nintendo Wii U,2013,Platform,Nintendo,2.11,1.16,0.73,0.32,4.32,Nintendo
Minecraft,PlayStation 4,2014,Misc,Sony Computer Entertainment Europe,1.48,2.02,0.14,0.68,4.32,Unknown
Asteroids,Atari 2600,1980,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,Unknown
Call Of Duty: Advanced Warfare,Xbox 360,2014,Shooter,Activision,2.77,1.11,0.0,0.4,4.29,High Moon Studios
Fifa 15,PlayStation 3,2014,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,EA Sports
Fable Ii,Xbox 360,2008,Role Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,Lionhead Studios
Namco Museum,Game Boy Advance,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,Mass Media
Batman: Arkham Asylum,PlayStation 3,2009,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.23,Rocksteady Studios
Metal Gear Solid 3: Snake Eater,PlayStation 2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,KCEJ
Assassin'S Creed: Revelations,PlayStation 3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,Ubisoft Montreal
Fallout 4,Xbox One,2015,Role Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,Bethesda Game Studios
Fifa 14,Xbox 360,2013,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,EA Canada
Daxter,PlayStation Portable,2006,Platform,Sony Computer Entertainment,2.45,1.01,0.0,0.75,4.21,Ready at Dawn
Warcraft Ii: Tides Of Darkness,Personal Computer,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,Unknown
Fifa Soccer 06,PlayStation 2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,EA Canada
Eyetoy Play,PlayStation 2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,"SCEE, Zoe Mode"
Gran Turismo 5 Prologue,PlayStation 3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,Polyphony Digital
Assassin'S Creed: Revelations,Xbox 360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,Ubisoft Montreal
Fifa 12,Xbox 360,2011,Sports,Electronic Arts,0.84,2.78,0.02,0.53,4.18,Unknown
Teenage Mutant Ninja Turtles,Nintendo Entertainment System,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,Unknown
Street Fighter Iv,PlayStation 3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,Capcom
Excitebike,Nintendo Entertainment System,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,Unknown
Frogger,PlayStation,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,Unknown
Madden Nfl 2003,PlayStation 2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,EA Sports
Half-Life,Personal Computer,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,Valve Software
Super Mario World 2: Yoshi'S Island,Super Nintendo Entertainment System,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,Unknown
Fifa Soccer 07,PlayStation 2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,Unknown
Street Fighter Ii Turbo,Super Nintendo Entertainment System,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,Unknown
World Of Warcraft: The Burning Crusade,Personal Computer,2007,Role Playing,Activision,2.57,1.52,0.0,0.0,4.09,Blizzard Entertainment
Battlefield 1,PlayStation 4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,EA DICE
God Of War Ii,PlayStation 2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,SCE Santa Monica
World Soccer Winning Eleven 9,PlayStation 2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,Konami
Fallout: New Vegas,Xbox 360,2010,Role Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,Obsidian Entertainment
Forza Motorsport 2,Xbox 360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,Turn 10
Carnival Games,Nintendo Wii,2007,Misc,Take Two Interactive,2.12,1.47,0.05,0.42,4.05,Cat Daddy Games
Watch Dogs,PlayStation 4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,Ubisoft Montreal
Namco Museum Vol.3,PlayStation,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,Unknown
Tekken Tag Tournament,PlayStation 2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,Namco
Far Cry 4,PlayStation 4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,Ubisoft Montreal
Star Fox 64,Nintendo 64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,Unknown
Golf,Nintendo Entertainment System,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,Unknown
Namco Museum: 50Th Anniversary,PlayStation 2,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,Digital Eclipse
Left 4 Dead 2,Xbox 360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,Valve Software
The Witcher 3: Wild Hunt,PlayStation 4,2015,Role Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,CD Projekt Red Studio
Assassin'S Creed: Unity,PlayStation 4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,"Ubisoft, Ubisoft Montreal"
Batman: Arkham Knight,PlayStation 4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,Rocksteady Studios
The Legend Of Zelda: Skyward Sword,Nintendo Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,Nintendo
Fallout 3,PlayStation 3,2008,Role Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,Bethesda Game Studios
Professor Layton And The Diabolical Box,Nintendo DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,Level 5
Donkey Kong Land,Game Boy,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,Unknown
Ea Sports Active,Nintendo Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,EA Canada
Tony Hawk'S Underground,PlayStation 2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,Neversoft Entertainment
Monster Hunter 4 Ultimate,Nintendo 3DS,2014,Role Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,Capcom
The Elder Scrolls V: Skyrim,Personal Computer,2011,Role Playing,Bethesda Softworks,1.16,2.12,0.0,0.6,3.88,Bethesda Game Studios
Nba 2K16,PlayStation 4,2015,Sports,Take Two Interactive,2.49,0.66,0.03,0.69,3.88,Visual Concepts
Tekken 5,PlayStation 2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,Namco
Dragon Warrior Iii,Nintendo Entertainment System,1988,Role Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,Unknown
Motorstorm,PlayStation 3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,Evolution Studios
Nintendogs + Cats,Nintendo 3DS,2011,Simulation,Nintendo,1.44,1.41,0.73,0.27,3.85,Unknown
World Soccer Winning Eleven 8 International,PlayStation 2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,KCET
Sports Champions,PlayStation 3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,"SCEA, Zindagi Games"
Namco Museum Vol.1,PlayStation,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,Unknown
The Legend Of Zelda: Link'S Awakening,Game Boy,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,Unknown
Call Of Duty: Ghosts,PlayStation 4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,Infinity Ward
Flash Focus: Vision Training In Minutes A Day,Nintendo DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,"Nintendo, Namco Bandai Games"
Tom Clancy'S The Division,PlayStation 4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,Massive Entertainment
Big Brain Academy: Wii Degree,Nintendo Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,Nintendo
Resident Evil Director'S Cut,PlayStation,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,Unknown
Mario & Luigi: Bowser'S Inside Story,Nintendo DS,2009,Role Playing,Nintendo,2.23,0.47,0.81,0.26,3.77,Unknown
Lego Indiana Jones: The Original Adventures,Xbox 360,2008,Action,Activision,2.4,1.01,0.0,0.36,3.76,Traveller's Tales
The Sims: Unleashed,Personal Computer,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,Maxis
Ratchet & Clank: Size Matters,PlayStation Portable,2007,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,Unknown
Harry Potter And The Sorcerer'S Stone,PlayStation,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,Argonaut Games
Mario & Sonic At The London 2012 Olympic Games,Nintendo Wii,2011,Sports,Sega,1.12,1.87,0.27,0.45,3.72,Unknown
Resident Evil 3: Nemesis,PlayStation,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,Unknown
Super Paper Mario,Nintendo Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,Intelligent Systems
Spyro: Year Of The Dragon,PlayStation,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,Insomniac Games
Assassin'S Creed Iv: Black Flag,PlayStation 3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,Ubisoft
Fifa Soccer 2005,PlayStation 2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,EA Canada
Pokémon Trading Card Game,Game Boy,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,Unknown
Friend Collection,Nintendo DS,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,Unknown
Tony Hawk'S Pro Skater 4,PlayStation 2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,Neversoft Entertainment
Star Wars Battlefront (2015),Xbox One,2015,Shooter,Electronic Arts,2.04,1.28,0.02,0.32,3.66,Unknown
Mysims,Nintendo DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,TOSE
Midnight Club 3: Dub Edition,PlayStation Portable,2005,Racing,Take Two Interactive,1.65,1.21,0.0,0.79,3.65,Rockstar Leeds
Banjo-Kazooie,Nintendo 64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,Unknown
Socom: U.S. Navy Seals,PlayStation 2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,Zipper Interactive
Jak And Daxter: The Precursor Legacy,PlayStation 2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,Naughty Dog
Pokemon Snap,Nintendo 64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,Unknown
Pro Evolution Soccer 2008,PlayStation 2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,Konami
Resident Evil 4,PlayStation 2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,Capcom
Guitar Hero: World Tour,Nintendo Wii,2008,Misc,Activision,2.32,0.96,0.0,0.34,3.62,Vicarious Visions
Fifa Soccer 10,PlayStation 3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,EA Sports
Star Wars: Battlefront,PlayStation 2,2004,Shooter,Lucasarts,1.93,1.22,0.03,0.44,3.61,Pandemic Studios
Doom Ii: Hell On Earth,Personal Computer,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,Unknown
The Simpsons: Road Rage,PlayStation 2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,Fox Interactive
Luigi'S Mansion,GameCube,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,Nintendo
Battlefield 4,PlayStation 4,2013,Shooter,Electronic Arts,1.35,1.55,0.17,0.51,3.59,EA DICE
Star Wars: Battlefront Ii,PlayStation 2,2005,Shooter,Lucasarts,2.18,1.02,0.03,0.37,3.59,Pandemic Studios
Just Dance 2014,Nintendo Wii,2013,Misc,Ubisoft,1.88,1.39,0.0,0.31,3.59,Ubisoft
Cooking Mama 2: Dinner With Friends,Nintendo DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,Office Create
Wwf Smackdown!,PlayStation,2000,Fighting,Thq,2.01,1.35,0.06,0.16,3.58,Unknown
Croc: Legend Of The Gobbos,PlayStation,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,Unknown
Grand Theft Auto: Liberty City Stories,PlayStation 2,2006,Action,Take Two Interactive,1.56,1.4,0.07,0.5,3.54,Rockstar Leeds
The Getaway,PlayStation 2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,Team Soho
Tomb Raider Iii: Adventures Of Lara Croft,PlayStation,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,Unknown
James Bond 007: Agent Under Fire,PlayStation 2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,EA Redwood Shores
Lego Star Wars: The Video Game,PlayStation 2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,Unknown
Rugrats In Paris: The Movie,PlayStation,2000,Action,Thq,1.96,1.33,0.0,0.23,3.52,Unknown
Fifa Soccer 11,Xbox 360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,EA Sports
Spyro 2: Ripto'S Rage!,PlayStation,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,Unknown
Left 4 Dead,Xbox 360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,Certain Affinity
Donkey Kong Country 3: Dixie Kong'S Double Trouble!,Super Nintendo Entertainment System,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,Unknown
Assassin'S Creed: Unity,Xbox One,2014,Action,Ubisoft,2.27,0.9,0.0,0.33,3.5,"Ubisoft, Ubisoft Montreal"
Kung Fu,Nintendo Entertainment System,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,Unknown
Resident Evil 5,Xbox 360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,Capcom
Assassin'S Creed: Brotherhood,Xbox 360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.49,Ubisoft Montreal
Battlefield 4,PlayStation 3,2013,Shooter,Electronic Arts,1.3,1.42,0.27,0.5,3.49,EA DICE
Batman: Arkham Asylum,Xbox 360,2009,Action,Eidos Interactive,2.2,0.95,0.02,0.31,3.48,Rocksteady Studios
Battlefield 4,Xbox 360,2013,Shooter,Electronic Arts,2.15,1.01,0.02,0.31,3.48,EA DICE
Battlefield: Bad Company 2,Xbox 360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.47,EA DICE
Mario & Sonic At The Olympic Winter Games,Nintendo DS,2009,Sports,Sega,1.21,1.62,0.27,0.37,3.46,Unknown
Guitar Hero: On Tour,Nintendo DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46,Vicarious Visions
Clubhouse Games,Nintendo DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,Agenda
Monster Hunter 4,Nintendo 3DS,2013,Role Playing,Capcom,0.0,0.0,3.44,0.0,3.44,Unknown
Borderlands,Xbox 360,2009,Shooter,Take Two Interactive,2.4,0.71,0.03,0.29,3.44,Gearbox Software
Tekken 4,PlayStation 2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,Namco
Final Fantasy Iii,Super Nintendo Entertainment System,1994,Role Playing,Squaresoft,0.86,0.0,2.55,0.02,3.42,Unknown
Grand Theft Auto 2,PlayStation,1998,Action,Take Two Interactive,1.13,2.07,0.0,0.22,3.42,DMA Design
Metal Gear Solid V: The Phantom Pain,PlayStation 4,2015,Action,Konami Digital Entertainment,1.09,1.36,0.49,0.48,3.41,"Kojima Productions, Moby Dick Studio"
Spider-Man 2,PlayStation 2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,Treyarch
F-1 Race,Game Boy,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,Unknown
Fifa Soccer 2003,PlayStation 2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,EA Canada
Littlebigplanet 2,PlayStation 3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.39,Media Molecule
Crash Bash,PlayStation,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,Eurocom Entertainment Software
Assassin'S Creed Syndicate,PlayStation 4,2015,Action,Ubisoft,0.81,1.99,0.07,0.52,3.39,Ubisoft Quebec
Lego Batman: The Videogame,Xbox 360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.02,0.0,0.32,3.38,Traveller's Tales
Destiny,Xbox One,2014,Shooter,Activision,2.14,0.92,0.0,0.31,3.37,"Bungie Software, Bungie"
Wwf War Zone,PlayStation,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,Unknown
The Legend Of Zelda: Majora'S Mask,Nintendo 64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,Unknown
Far Cry 3,PlayStation 3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,Ubisoft Montreal
Rugrats: Search For Reptar,PlayStation,1998,Adventure,Thq,1.63,1.53,0.0,0.18,3.34,Unknown
English Training: Have Fun Improving Your Skills!,Nintendo DS,2006,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33,Unknown
James Bond 007: Nightfire,PlayStation 2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,Eurocom Entertainment Software
Ratchet & Clank,PlayStation 2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,Unknown
Monster Hunter X,Nintendo 3DS,2015,Action,Capcom,0.27,0.21,2.79,0.05,3.32,Unknown
Star Wars Episode Iii: Revenge Of The Sith,PlayStation 2,2005,Action,Lucasarts,1.47,1.39,0.03,0.43,3.32,Double Helix Games
The Legend Of Zelda: Spirit Tracks,Nintendo DS,2009,Action,Nintendo,1.4,0.91,0.74,0.26,3.31,Nintendo
Max Payne,PlayStation 2,2001,Shooter,Take Two Interactive,1.99,1.05,0.05,0.22,3.31,Rockstar Toronto
Assassin'S Creed Iv: Black Flag,Xbox 360,2013,Action,Ubisoft,1.9,1.11,0.01,0.29,3.3,Ubisoft
The Lord Of The Rings: The Return Of The King,PlayStation 2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,EA Games
Yokai Watch 2 Ganso & Honke,Nintendo 3DS,2014,Role Playing,Nintendo,0.09,0.0,3.18,0.01,3.28,Unknown
Gears Of War: Ultimate Edition,Xbox One,2015,Shooter,Microsoft Game Studios,2.61,0.33,0.0,0.34,3.28,"Splash Damage, The Coalition"
True Crime: Streets Of La,PlayStation 2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,"Luxoflux, Inc."
Professor Layton And The Unwound Future,Nintendo DS,2008,Puzzle,Nintendo,0.6,1.57,0.82,0.27,3.26,Level 5
Gran Turismo (Psp),PlayStation Portable,2009,Racing,Sony Computer Entertainment,0.5,1.58,0.31,0.87,3.25,Unknown
Fifa 16,Xbox One,2015,Sports,Electronic Arts,0.89,2.12,0.0,0.24,3.25,EA Sports
Wii Music,Nintendo Wii,2008,Misc,Nintendo,1.35,1.11,0.46,0.32,3.25,Nintendo
Tekken,PlayStation,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,Unknown
Madden Nfl 16,PlayStation 4,2015,Sports,Electronic Arts,2.34,0.3,0.0,0.6,3.24,EA Sports
Gran Turismo 6,PlayStation 3,2013,Racing,Sony Computer Entertainment,0.72,1.67,0.4,0.44,3.23,Polyphony Digital
Halo: The Master Chief Collection,Xbox One,2014,Shooter,Microsoft Game Studios,1.91,1.0,0.03,0.29,3.23,343 Industries
007: Tomorrow Never Dies,PlayStation,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21,Unknown
Super Mario Maker,Nintendo Wii U,2015,Platform,Nintendo,1.18,0.89,0.94,0.2,3.21,Nintendo
Wwf Smackdown! 2: Know Your Role,PlayStation,2000,Fighting,Thq,1.76,1.21,0.07,0.16,3.2,Unknown
Baseball,Nintendo Entertainment System,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2,Unknown
Killer Instinct,Super Nintendo Entertainment System,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,Unknown
Dragon Quest Vi: Maboroshi No Daichi,Super Nintendo Entertainment System,1995,Role Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19,Unknown
God Of War: Chains Of Olympus,PlayStation Portable,2008,Action,Sony Computer Entertainment,1.48,1.0,0.04,0.66,3.18,Ready at Dawn
Enter The Matrix,PlayStation 2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,Shiny Entertainment
Crisis Core: Final Fantasy Vii,PlayStation Portable,2007,Role Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,Square Enix
Dance Central,Xbox 360,2010,Misc,Mtv Games,2.15,0.76,0.01,0.26,3.17,Harmonix Music Systems
L.A. Noire,PlayStation 3,2011,Adventure,Take Two Interactive,1.27,1.29,0.12,0.49,3.17,Team Bondi
Ace Combat 04: Shattered Skies,PlayStation 2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,Namco
Animal Crossing,GameCube,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,Nintendo
Fifa Soccer 08,PlayStation 2,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,EA Canada
Club Penguin: Elite Penguin Force,Nintendo DS,2008,Adventure,Disney Interactive Studios,1.87,0.97,0.0,0.3,3.14,1st Playable Productions
Spider-Man,PlayStation,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,Neversoft Entertainment
Mario Party 9,Nintendo Wii,2012,Misc,Nintendo,1.06,1.09,0.76,0.22,3.13,Nd Cube
Need For Speed Iii: Hot Pursuit,PlayStation,1998,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12,EA Canada
Star Wars Episode I Racer,Nintendo 64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12,Unknown
